Time(s),Temp(C),Power(W),Freq0(MHz),Freq4(MHz),Freq7(MHz)
910.33,38.3,0.308,2016.0,1401.6,1324.8
912.33,38.3,0.404,2016.0,1401.6,1324.8
914.33,38.3,0.088,2016.0,1401.6,1324.8
916.33,38.3,0.148,2016.0,1401.6,1324.8
918.33,38.3,0.132,2016.0,1401.6,1324.8
920.34,38.3,0.349,2016.0,1401.6,1324.8
922.35,38.3,0.449,2016.0,1401.6,1324.8
924.35,38.3,0.45,2016.0,1401.6,1324.8
926.35,38.3,0.112,2016.0,1401.6,1324.8
928.35,38.3,0.309,2016.0,1401.6,1324.8
930.35,38.4,0.032,2016.0,1401.6,1324.8
932.35,38.4,0.092,2016.0,1401.6,1324.8
934.36,38.4,0.248,2016.0,1401.6,1324.8
936.36,38.4,0.289,2016.0,1401.6,1324.8
938.36,38.4,0.429,2016.0,1401.6,1324.8
940.36,38.4,0.228,2016.0,1401.6,1324.8
942.36,38.4,0.269,2016.0,1401.6,1324.8
944.36,38.4,0.268,2016.0,1401.6,1324.8
946.36,38.4,0.148,2016.0,1401.6,1324.8
948.36,38.4,0.269,2016.0,1401.6,1324.8
950.36,38.4,0.349,2016.0,1401.6,1324.8
952.36,38.4,0.449,2016.0,1401.6,1324.8
954.36,38.4,0.51,2016.0,1401.6,1324.8
956.36,38.4,0.249,2016.0,1401.6,1324.8
958.36,38.4,0.092,2016.0,1401.6,1324.8
960.36,38.4,0.269,2016.0,1401.6,1324.8
962.36,38.4,0.329,2016.0,1401.6,1324.8
964.36,38.4,0.49,2016.0,1401.6,1324.8
966.36,38.4,0.531,2016.0,1401.6,1324.8
968.36,38.4,0.349,2016.0,1401.6,1324.8
970.36,38.4,0.209,2016.0,1401.6,1324.8
972.36,38.4,0.446,2016.0,1401.6,1324.8
974.37,38.4,0.149,2016.0,1401.6,1324.8
976.37,38.4,0.329,2016.0,1401.6,1324.8
978.37,38.4,0.249,2016.0,1401.6,1324.8
980.37,38.4,0.349,2016.0,1401.6,1324.8
982.37,38.4,0.249,2016.0,1401.6,1324.8
984.37,38.4,0.409,2016.0,1401.6,1324.8
986.37,38.4,0.148,2016.0,1401.6,1324.8
988.37,38.4,0.329,2016.0,1401.6,1324.8
990.37,38.4,0.229,2016.0,1401.6,1324.8
992.37,38.4,0.449,2016.0,1401.6,1324.8
994.37,38.4,0.072,2016.0,1401.6,1324.8
996.37,38.4,0.389,2016.0,1401.6,1324.8
998.37,38.4,0.963,2016.0,1401.6,1324.8
1000.37,38.4,0.132,2016.0,1401.6,1324.8
1002.38,38.4,0.229,2016.0,1401.6,1324.8
1004.38,38.4,0.289,2016.0,1401.6,1324.8
1006.38,38.4,0.349,2016.0,1401.6,1324.8
1008.38,38.4,0.289,2016.0,1401.6,1324.8
1010.38,38.4,0.329,2016.0,1401.6,1324.8
1012.38,38.4,0.229,2016.0,1401.6,1324.8
1014.38,38.4,0.229,2016.0,1401.6,1324.8
1016.38,38.4,0.269,2016.0,1401.6,1324.8
1018.38,38.4,0.148,2016.0,1401.6,1324.8
1020.38,38.4,0.209,2016.0,1401.6,1324.8
1022.38,38.4,0.168,2016.0,1401.6,1324.8
1024.38,38.4,0.132,2016.0,1401.6,1324.8
1026.38,38.4,0.385,2016.0,1401.6,1324.8
1028.38,38.4,0.188,2016.0,1401.6,1324.8
1030.39,38.4,0.028,2016.0,1401.6,1324.8
1032.39,38.4,0.112,2016.0,1401.6,1324.8
1034.39,38.4,0.268,2016.0,1401.6,1324.8
1036.39,38.4,0.368,2016.0,1401.6,1324.8
1038.39,38.4,1.023,2016.0,1401.6,1324.8
1040.39,38.4,0.449,2016.0,1401.6,1324.8
1042.39,38.4,0.922,2016.0,1401.6,1324.8
1044.39,38.4,1.101,2016.0,1401.6,1324.8
1046.39,38.4,1.202,2016.0,1401.6,1324.8
1048.39,38.4,1.202,2016.0,1401.6,1324.8
1050.39,38.4,1.275,2016.0,1401.6,1324.8
1052.39,38.4,1.001,2016.0,1401.6,1324.8
1054.4,38.4,1.062,2016.0,1401.6,1324.8
1056.4,38.4,1.08,2016.0,1401.6,1324.8
1058.4,38.4,1.081,2016.0,1401.6,1324.8
1060.4,38.4,0.962,2016.0,1401.6,1324.8
1062.4,38.4,0.98,2016.0,1401.6,1324.8
1064.4,38.4,0.861,2016.0,1401.6,1324.8
1066.4,38.4,0.745,2016.0,1401.6,1324.8
1068.4,38.4,1.022,2016.0,1401.6,1324.8
1070.4,38.4,0.881,2016.0,1401.6,1324.8
1072.4,38.4,0.725,2016.0,1401.6,1324.8
1074.4,38.4,0.726,2016.0,1401.6,1324.8
1076.4,38.4,0.745,2016.0,1401.6,1324.8
1078.4,38.4,0.725,2016.0,1401.6,1324.8
1080.4,38.5,0.665,2016.0,1401.6,1324.8
1082.4,38.5,0.645,2016.0,1401.6,1324.8
1084.4,38.5,0.725,2016.0,1401.6,1324.8
1086.4,38.5,0.664,2016.0,1401.6,1324.8
1088.4,38.5,0.841,2016.0,1401.6,1324.8
1090.4,38.5,0.725,2016.0,1401.6,1324.8
1092.41,38.5,0.805,2016.0,1401.6,1324.8
1094.41,38.5,0.961,2016.0,1401.6,1324.8
1096.41,38.5,0.784,2016.0,1401.6,1324.8
1098.41,38.5,0.879,2016.0,1401.6,1324.8
1100.41,38.4,0.705,2016.0,1401.6,1324.8
1102.41,38.4,0.644,2016.0,1401.6,1324.8
1104.41,38.4,0.545,2016.0,1401.6,1324.8
1106.41,38.4,0.96,2016.0,1401.6,1324.8
1108.41,38.4,0.784,2016.0,1401.6,1324.8
1110.41,38.4,0.784,2016.0,1401.6,1324.8
1112.41,38.4,0.804,2016.0,1401.6,1324.8
1114.41,38.4,0.785,2016.0,1401.6,1324.8
1116.41,38.4,0.899,2016.0,1401.6,1324.8
1118.41,38.4,0.96,2016.0,1401.6,1324.8
1120.41,38.4,0.724,2016.0,1401.6,1324.8
1122.41,38.4,0.84,2016.0,1401.6,1324.8
1124.41,38.4,0.644,2016.0,1401.6,1324.8
1126.41,38.4,0.665,2016.0,1401.6,1324.8
1128.41,38.4,0.724,2016.0,1401.6,1324.8
1130.41,38.4,0.524,2016.0,1401.6,1324.8
1132.42,38.4,0.565,2016.0,1401.6,1324.8
1134.42,38.4,0.704,2016.0,1401.6,1324.8
1136.42,38.4,1.02,2016.0,1401.6,1324.8
1138.42,38.4,0.784,2016.0,1401.6,1324.8
1140.42,38.4,0.765,2016.0,1401.6,1324.8
1142.42,38.4,0.724,2016.0,1401.6,1324.8
1144.42,38.4,0.484,2016.0,1401.6,1324.8
1146.42,38.4,0.664,2016.0,1401.6,1324.8
1148.42,38.4,0.624,2016.0,1401.6,1324.8
1150.42,38.5,0.504,2016.0,1401.6,1324.8
1152.42,38.5,0.624,2016.0,1401.6,1324.8
1154.42,38.5,0.624,2016.0,1401.6,1324.8
1156.42,38.5,0.405,2016.0,1401.6,1324.8
1158.42,38.5,0.365,2016.0,1401.6,1324.8
1160.43,38.5,0.484,2016.0,1401.6,1324.8
1162.43,38.5,0.784,2016.0,1401.6,1324.8
1164.43,38.5,0.94,2016.0,1401.6,1324.8
1166.43,38.5,0.92,2016.0,1401.6,1324.8
1168.43,38.5,0.804,2016.0,1401.6,1324.8
1170.43,38.5,0.585,2016.0,1401.6,1324.8
1172.43,38.5,0.504,2016.0,1401.6,1324.8
1174.43,38.5,0.525,2016.0,1401.6,1324.8
1176.43,38.5,0.625,2016.0,1401.6,1324.8
1178.43,38.5,0.404,2016.0,1401.6,1324.8
1180.43,38.5,0.344,2016.0,1401.6,1324.8
1182.43,38.5,0.404,2016.0,1401.6,1324.8
1184.44,38.5,0.484,2016.0,1401.6,1324.8
1186.44,38.5,0.704,2016.0,1401.6,1324.8
1188.44,38.5,0.524,2016.0,1401.6,1324.8
1190.44,38.5,0.484,2016.0,1401.6,1324.8
1192.44,38.5,0.524,2016.0,1401.6,1324.8
1194.44,38.5,0.544,2016.0,1401.6,1324.8
1196.44,38.5,0.268,2016.0,1401.6,1324.8
1198.44,38.5,0.248,2016.0,1401.6,1324.8
1200.44,38.5,0.268,2016.0,1401.6,1324.8
1202.44,38.5,0.228,2016.0,1401.6,1324.8
1204.44,38.5,0.328,2016.0,1401.6,1324.8
1206.44,38.5,0.544,2016.0,1401.6,1324.8
1208.44,38.5,0.424,2016.0,1401.6,1324.8
1210.44,38.5,0.464,2016.0,1401.6,1324.8
1212.44,38.5,0.344,2016.0,1401.6,1324.8
1214.44,38.5,0.308,2016.0,1401.6,1324.8
1216.44,38.5,0.364,2016.0,1401.6,1324.8
1218.45,38.5,0.228,2016.0,1401.6,1324.8
1220.45,38.5,0.384,2016.0,1401.6,1324.8
1222.45,38.5,0.328,2016.0,1401.6,1324.8
1224.45,38.5,0.364,2016.0,1401.6,1324.8
1226.45,38.5,0.364,2016.0,1401.6,1324.8
1228.45,38.5,0.704,2016.0,1401.6,1324.8
1230.45,38.5,0.484,2016.0,1401.6,1324.8
1232.45,38.5,0.504,2016.0,1401.6,1324.8
1234.45,38.5,0.344,2016.0,1401.6,1324.8
1236.45,38.5,0.344,2016.0,1401.6,1324.8
1238.45,38.5,0.328,2016.0,1401.6,1324.8
1240.45,38.5,0.248,2016.0,1401.6,1324.8
1242.45,38.5,0.344,2016.0,1401.6,1324.8
1244.46,38.5,0.344,2016.0,1401.6,1324.8
1246.46,38.5,0.068,2016.0,1401.6,1324.8
1248.46,38.5,0.052,2016.0,1401.6,1324.8
1250.46,38.5,0.088,2016.0,1401.6,1324.8
1252.46,38.5,0.464,2016.0,1401.6,1324.8
1254.46,38.5,0.404,2016.0,1401.6,1324.8
1256.46,38.5,0.188,2016.0,1401.6,1324.8
1258.46,38.5,0.268,2016.0,1401.6,1324.8
1260.46,38.5,0.544,2016.0,1401.6,1324.8
1262.46,38.5,0.562,2016.0,1401.6,1324.8
1264.46,38.5,0.308,2016.0,1401.6,1324.8
1266.46,38.5,0.328,2016.0,1401.6,1324.8
1268.46,38.5,0.148,2016.0,1401.6,1324.8
1270.46,38.5,0.088,2016.0,1401.6,1324.8
1272.46,38.5,0.308,2016.0,1401.6,1324.8
1274.47,38.5,0.108,2016.0,1401.6,1324.8
1276.47,38.5,0.188,2016.0,1401.6,1324.8
1278.47,38.5,0.068,2016.0,1401.6,1324.8
1280.47,38.5,0.108,2016.0,1401.6,1324.8
1282.47,38.5,0.724,2016.0,1401.6,1324.8
1284.47,38.5,0.803,2016.0,1401.6,1324.8
1286.47,38.5,0.344,2016.0,1401.6,1324.8
1288.47,38.5,0.307,2016.0,1401.6,1324.8
1290.47,38.5,0.032,2016.0,1401.6,1324.8
1292.47,38.5,0.028,2016.0,1401.6,1324.8
1294.47,38.5,0.228,2016.0,1401.6,1324.8
1296.48,38.5,0.188,2016.0,1401.6,1324.8
1298.48,38.5,0.088,2016.0,1401.6,1324.8
1300.48,38.4,0.364,2016.0,1401.6,1324.8
1302.48,38.4,0.328,2016.0,1401.6,1324.8
1304.48,38.4,0.208,2016.0,1401.6,1324.8
1306.48,38.4,0.228,2016.0,1401.6,1324.8
1308.48,38.4,0.068,2016.0,1401.6,1324.8
1310.48,38.4,0.112,2016.0,1401.6,1324.8
1312.48,38.4,0.959,2016.0,1401.6,1324.8
1314.48,38.4,0.048,2016.0,1401.6,1324.8
1316.48,38.4,0.0,2016.0,1401.6,1324.8
1318.48,38.4,0.148,2016.0,1401.6,1324.8
1320.48,38.4,0.168,2016.0,1401.6,1324.8
1322.48,38.4,0.048,2016.0,1401.6,1324.8
1324.48,38.4,0.268,2016.0,1401.6,1324.8
1326.48,38.4,0.248,2016.0,1401.6,1324.8
1328.48,38.4,0.288,2016.0,1401.6,1324.8
1330.48,38.4,0.308,2016.0,1401.6,1324.8
1332.49,38.4,0.348,2016.0,1401.6,1324.8
1334.49,38.4,0.328,2016.0,1401.6,1324.8
1336.49,38.4,0.288,2016.0,1401.6,1324.8
1338.49,38.4,0.052,2016.0,1401.6,1324.8
1340.49,38.4,0.168,2016.0,1401.6,1324.8
1342.49,38.4,0.128,2016.0,1401.6,1324.8
1344.49,38.4,0.188,2016.0,1401.6,1324.8
1346.49,38.4,0.132,2016.0,1401.6,1324.8
1348.49,38.4,0.048,2016.0,1401.6,1324.8
1350.49,38.4,0.072,2016.0,1401.6,1324.8
1352.49,38.4,0.148,2016.0,1401.6,1324.8
1354.49,38.4,0.048,2016.0,1401.6,1324.8
1356.49,38.4,0.0,2016.0,1401.6,1324.8
1358.49,38.4,0.408,2016.0,1401.6,1324.8
1360.49,38.4,0.328,2016.0,1401.6,1324.8
1362.49,38.4,0.308,2016.0,1401.6,1324.8
1364.49,38.4,0.429,2016.0,1401.6,1324.8
1366.49,38.4,0.032,2016.0,1401.6,1324.8
1368.49,38.4,0.148,2016.0,1401.6,1324.8
1370.5,38.4,0.068,2016.0,1401.6,1324.8
1372.5,38.4,0.068,2016.0,1401.6,1324.8
1374.5,38.4,0.132,2016.0,1401.6,1324.8
1376.5,38.4,0.132,2016.0,1401.6,1324.8
1378.5,38.4,0.168,2016.0,1401.6,1324.8
1380.5,38.4,0.072,2016.0,1401.6,1324.8
1382.5,38.4,0.328,2016.0,1401.6,1324.8
1384.5,38.4,0.072,2016.0,1401.6,1324.8
1386.5,38.4,0.148,2016.0,1401.6,1324.8
1388.5,38.4,0.132,2016.0,1401.6,1324.8
1390.51,38.4,1.121,2016.0,1401.6,1324.8
1392.51,38.4,0.188,2016.0,1401.6,1324.8
1394.51,38.4,0.072,2016.0,1401.6,1324.8
1396.51,38.4,0.168,2016.0,1401.6,1324.8
1398.51,38.4,0.168,2016.0,1401.6,1324.8
1400.51,38.4,0.132,2016.0,1401.6,1324.8
1402.51,38.4,0.168,2016.0,1401.6,1324.8
1404.51,38.4,0.288,2016.0,1401.6,1324.8
1406.51,38.4,0.112,2016.0,1401.6,1324.8
1408.52,38.4,1.06,2016.0,1401.6,1324.8
1410.52,38.4,0.092,2016.0,1401.6,1324.8
1412.52,38.4,0.369,2016.0,1401.6,1324.8
1414.52,38.4,0.589,2016.0,1401.6,1324.8
1416.52,38.4,0.369,2016.0,1401.6,1324.8
1418.52,38.4,0.57,2016.0,1401.6,1324.8
1420.52,38.4,0.606,2016.0,1401.6,1324.8
1422.53,38.4,0.529,2016.0,1401.6,1324.8
1424.53,38.4,0.51,2016.0,1401.6,1324.8
1426.53,38.4,0.388,2016.0,1401.6,1324.8
1428.53,38.4,0.469,2016.0,1401.6,1324.8
1430.53,38.4,0.489,2016.0,1401.6,1324.8
1432.53,38.4,0.449,2016.0,1401.6,1324.8
1434.53,38.4,0.229,2016.0,1401.6,1324.8
1436.53,38.4,0.092,2016.0,1401.6,1324.8
1438.53,38.4,0.052,2016.0,1401.6,1324.8
1440.53,38.4,0.048,2016.0,1401.6,1324.8
1442.53,38.4,0.308,2016.0,1401.6,1324.8
1444.53,38.4,0.288,2016.0,1401.6,1324.8
1446.53,38.4,0.288,2016.0,1401.6,1324.8
1448.53,38.4,0.529,2016.0,1401.6,1324.8
1450.53,38.4,0.428,2016.0,1401.6,1324.8
1452.53,38.4,0.469,2016.0,1401.6,1324.8
1454.53,38.4,0.549,2016.0,1401.6,1324.8
1456.54,38.4,0.268,2016.0,1401.6,1324.8
1458.54,38.4,0.288,2016.0,1401.6,1324.8
1460.54,38.4,0.228,2016.0,1401.6,1324.8
1462.54,38.4,0.901,2016.0,1401.6,1324.8
1464.54,38.4,0.528,2016.0,1401.6,1324.8
1466.54,38.4,0.429,2016.0,1401.6,1324.8
1468.54,38.4,0.961,2016.0,1401.6,1324.8
1470.54,38.4,0.248,2016.0,1401.6,1324.8
1472.54,38.4,0.288,2016.0,1401.6,1324.8
1474.54,38.4,0.248,2016.0,1401.6,1324.8
1476.54,38.4,1.16,2016.0,1401.6,1324.8
1478.54,38.4,1.26,2016.0,1401.6,1324.8
1480.54,38.4,0.979,2016.0,1401.6,1324.8
1482.54,38.4,0.208,2016.0,1401.6,1324.8
1484.54,38.4,1.119,2016.0,1401.6,1324.8
1486.54,38.4,1.06,2016.0,1401.6,1324.8
1488.54,38.4,1.241,2016.0,1401.6,1324.8
1490.54,38.4,1.079,2016.0,1401.6,1324.8
1492.54,38.4,0.805,2016.0,1401.6,1324.8
1494.54,38.4,0.428,2016.0,1401.6,1324.8
1496.54,38.4,0.82,2016.0,1401.6,1324.8
1498.54,38.4,0.82,2016.0,1401.6,1324.8
1500.55,38.4,0.841,2016.0,1401.6,1324.8
1502.55,38.4,0.96,2016.0,1401.6,1324.8
1504.55,38.4,1.041,2016.0,1401.6,1324.8
1506.55,38.4,1.018,2016.0,1401.6,1324.8
1508.55,38.4,1.099,2016.0,1401.6,1324.8
1510.55,38.4,0.804,2016.0,1401.6,1324.8
1512.55,38.4,0.86,2016.0,1401.6,1324.8
1514.55,38.4,0.624,2016.0,1401.6,1324.8
1516.55,38.4,0.804,2016.0,1401.6,1324.8
1518.56,38.4,0.744,2016.0,1401.6,1324.8
1520.56,38.4,0.784,2016.0,1401.6,1324.8
1522.56,38.4,0.805,2016.0,1401.6,1324.8
1524.56,38.4,1.2,2016.0,1401.6,1324.8
1526.56,38.4,1.376,2016.0,1401.6,1324.8
1528.56,38.4,1.435,2016.0,1401.6,1324.8
1530.56,38.4,0.88,2016.0,1401.6,1324.8
1532.56,38.4,0.94,2016.0,1401.6,1324.8
1534.56,38.4,0.705,2016.0,1401.6,1324.8
1536.56,38.4,0.84,2016.0,1401.6,1324.8
1538.56,38.4,1.02,2016.0,1401.6,1324.8
1540.57,38.4,0.938,2016.0,1401.6,1324.8
1542.57,38.4,1.078,2016.0,1401.6,1324.8
1544.57,38.4,1.273,2016.0,1401.6,1324.8
1546.57,38.4,1.057,2016.0,1401.6,1324.8
1548.57,38.4,0.744,2016.0,1401.6,1324.8
1550.57,38.4,0.879,2016.0,1401.6,1324.8
1552.57,38.4,0.818,2016.0,1401.6,1324.8
1554.57,38.4,0.878,2016.0,1401.6,1324.8
1556.57,38.4,0.918,2016.0,1401.6,1324.8
1558.57,38.4,0.82,2016.0,1401.6,1324.8
1560.57,38.4,2.258,2016.0,1401.6,1324.8
1562.57,38.4,1.413,2016.0,1401.6,1324.8
1564.57,38.4,0.818,2016.0,1401.6,1324.8
1566.57,38.4,0.763,2016.0,1401.6,1324.8
1568.58,38.4,0.764,2016.0,1401.6,1324.8
1570.58,38.4,1.019,2016.0,1401.6,1324.8
1572.58,38.4,1.018,2016.0,1401.6,1324.8
1574.58,38.4,1.098,2016.0,1401.6,1324.8
1576.58,38.4,0.959,2016.0,1401.6,1324.8
1578.58,38.4,0.878,2016.0,1401.6,1324.8
1580.58,38.4,0.803,2016.0,1401.6,1324.8
1582.58,38.4,0.643,2016.0,1401.6,1324.8
1584.58,38.4,0.623,2016.0,1401.6,1324.8
1586.58,38.4,0.702,2016.0,1401.6,1324.8
1588.58,38.4,0.723,2016.0,1401.6,1324.8
1590.58,38.4,0.682,2016.0,1401.6,1324.8
1592.58,38.4,0.938,2016.0,1401.6,1324.8
1594.58,38.4,0.603,2016.0,1401.6,1324.8
1596.58,38.4,0.784,2016.0,1401.6,1324.8
1598.58,38.4,0.623,2016.0,1401.6,1324.8
1600.58,38.4,0.743,2016.0,1401.6,1324.8
1602.58,38.4,0.938,2016.0,1401.6,1324.8
1604.58,38.4,0.802,2016.0,1401.6,1324.8
1606.59,38.4,0.683,2016.0,1401.6,1324.8
1608.59,38.4,0.544,2016.0,1401.6,1324.8
1610.59,38.4,0.564,2016.0,1401.6,1324.8
1612.59,38.4,0.444,2016.0,1401.6,1324.8
1614.59,38.4,0.979,2016.0,1401.6,1324.8
1616.59,38.4,0.858,2016.0,1401.6,1324.8
1618.59,38.4,0.623,2016.0,1401.6,1324.8
1620.59,38.5,0.563,2016.0,1401.6,1324.8
1622.59,38.5,0.583,2016.0,1401.6,1324.8
1624.59,38.5,0.603,2016.0,1401.6,1324.8
1626.59,38.5,0.762,2016.0,1401.6,1324.8
1628.59,38.5,0.543,2016.0,1401.6,1324.8
1630.59,38.5,0.208,2016.0,1401.6,1324.8
1632.59,38.5,0.268,2016.0,1401.6,1324.8
1634.59,38.5,0.363,2016.0,1401.6,1324.8
1636.59,38.5,0.503,2016.0,1401.6,1324.8
1638.59,38.5,0.523,2016.0,1401.6,1324.8
1640.6,38.5,0.682,2016.0,1401.6,1324.8
1642.6,38.5,0.781,2016.0,1401.6,1324.8
1644.6,38.5,0.723,2016.0,1401.6,1324.8
1646.6,38.5,0.782,2016.0,1401.6,1324.8
1648.6,38.5,0.443,2016.0,1401.6,1324.8
1650.6,38.5,0.363,2016.0,1401.6,1324.8
1652.6,38.5,0.403,2016.0,1401.6,1324.8
1654.6,38.5,0.523,2016.0,1401.6,1324.8
1656.6,38.5,0.383,2016.0,1401.6,1324.8
1658.6,38.5,0.423,2016.0,1401.6,1324.8
1660.6,38.5,0.563,2016.0,1401.6,1324.8
1662.61,38.5,0.683,2016.0,1401.6,1324.8
1664.61,38.5,0.563,2016.0,1401.6,1324.8
1666.61,38.5,0.363,2016.0,1401.6,1324.8
1668.61,38.5,0.403,2016.0,1401.6,1324.8
1670.61,38.5,0.364,2016.0,1401.6,1324.8
1672.61,38.5,0.403,2016.0,1401.6,1324.8
1674.61,38.5,0.148,2016.0,1401.6,1324.8
1676.61,38.5,0.383,2016.0,1401.6,1324.8
1678.61,38.5,0.228,2016.0,1401.6,1324.8
1680.61,38.5,0.267,2016.0,1401.6,1324.8
1682.61,38.5,0.543,2016.0,1401.6,1324.8
1684.61,38.5,0.383,2016.0,1401.6,1324.8
1686.61,38.5,0.208,2016.0,1401.6,1324.8
1688.61,38.5,0.248,2016.0,1401.6,1324.8
1690.61,38.5,0.288,2016.0,1401.6,1324.8
1692.61,38.5,0.088,2016.0,1401.6,1324.8
1694.61,38.5,0.088,2016.0,1401.6,1324.8
1696.61,38.5,0.128,2016.0,1401.6,1324.8
1698.61,38.5,0.443,2016.0,1401.6,1324.8
1700.61,38.5,0.092,2016.0,1401.6,1324.8
1702.61,38.5,0.383,2016.0,1401.6,1324.8
1704.61,38.5,0.028,2016.0,1401.6,1324.8
1706.61,38.5,0.207,2016.0,1401.6,1324.8
1708.61,38.5,0.364,2016.0,1401.6,1324.8
1710.61,38.5,0.168,2016.0,1401.6,1324.8
1712.61,38.5,0.228,2016.0,1401.6,1324.8
1714.61,38.5,0.228,2016.0,1401.6,1324.8
1716.61,38.5,0.088,2016.0,1401.6,1324.8
1718.61,38.5,0.048,2016.0,1401.6,1324.8
1720.62,38.5,0.088,2016.0,1401.6,1324.8
1722.62,38.5,0.248,2016.0,1401.6,1324.8
1724.62,38.5,0.662,2016.0,1401.6,1324.8
1726.62,38.5,0.028,2016.0,1401.6,1324.8
1728.62,38.5,0.208,2016.0,1401.6,1324.8
1730.62,38.5,0.384,2016.0,1401.6,1324.8
1732.62,38.5,0.343,2016.0,1401.6,1324.8
1734.62,38.5,0.048,2016.0,1401.6,1324.8
1736.62,38.5,0.048,2016.0,1401.6,1324.8
1738.62,38.5,0.108,2016.0,1401.6,1324.8
1740.63,38.5,0.403,2016.0,1401.6,1324.8
1742.63,38.5,0.268,2016.0,1401.6,1324.8
1744.63,38.5,0.288,2016.0,1401.6,1324.8
1746.63,38.5,0.228,2016.0,1401.6,1324.8
1748.63,38.5,0.248,2016.0,1401.6,1324.8
1750.63,38.5,0.423,2016.0,1401.6,1324.8
1752.63,38.5,0.423,2016.0,1401.6,1324.8
1754.63,38.5,0.148,2016.0,1401.6,1324.8
1756.64,38.5,0.188,2016.0,1401.6,1324.8
1758.64,38.5,0.248,2016.0,1401.6,1324.8
1760.65,38.5,0.148,2016.0,1401.6,1324.8
1762.65,38.5,0.248,2016.0,1401.6,1324.8
1764.65,38.5,0.108,2016.0,1401.6,1324.8
1766.65,38.5,0.148,2016.0,1401.6,1324.8
1768.65,38.5,0.048,2016.0,1401.6,1324.8
1770.65,38.5,0.228,2016.0,1401.6,1324.8
1772.65,38.5,0.092,2016.0,1401.6,1324.8
1774.65,38.5,0.048,2016.0,1401.6,1324.8
1776.66,38.5,0.0,2016.0,1401.6,1324.8
1778.66,38.5,0.028,2016.0,1401.6,1324.8
1780.66,38.5,0.128,2016.0,1401.6,1324.8
1782.66,38.5,0.307,2016.0,1401.6,1324.8
1784.66,38.5,0.132,2016.0,1401.6,1324.8
1786.66,38.5,0.032,2016.0,1401.6,1324.8
1788.66,38.5,0.188,2016.0,1401.6,1324.8
1790.66,38.5,0.112,2016.0,1401.6,1324.8
1792.66,38.5,0.148,2016.0,1401.6,1324.8
1794.66,38.5,0.112,2016.0,1401.6,1324.8
1796.66,38.5,0.287,2016.0,1401.6,1324.8
1798.66,38.5,0.128,2016.0,1401.6,1324.8
